,Job Title,Location,Date,Link,Job Attributes,Job Description
26,Embedded Firmware Engineer,Puyallup,May 18,https://seattle.craigslist.org/tac/sof/d/puyallup-embedded-firmware-engineer/7126460962.html,"
compensation: $60-100K DOE

employment type: full-time

","

QR Code Link to This Post


Firmware Engineer

At Rhino Camera Gear, we create tools that enable filmmakers to create amazing films. If you've ever seen a movie with a guy pushing a big cart on a track, we make smaller more mobile versions of those. Our customers include Apple, Tesla, BBC, NBC, Red Bull Media House, and many more amazing content creators.

Everyone on our team has a very specific, clearly defined role that pushes forward the company's mission: Serving content creators by creating powerful, easy to use tools.

Position Responsibilities

Develop firmware in C/C++ and/or assembly for a variety of embedded system platforms.
Research and identify appropriate technologies to utilize in the development of an embedded system, and bring-up new tools and environments for embedded platforms.
Participating in the design process, gathering requirements with other engineers and designers
Work effectively in a fast paced and dynamic environment

Qualifications

The ideal candidate will fit many, but not all of the following technical qualifications. We value talent and passion over checking every box.

Experience in having seen at least one (and ideally more) embedded projects through their full lifecycle (requirements, design, build, test, manufacturing).
Strong embedded C/C++ and/or assembly skills, as well as proficiency in a scripting language such as Python and system shell languages such as Bash.
Knowledge of embedded computer architectures(s) such as ARM.
Familiarity with real-time operating systems and experience in FreeRToS
Proficient with common embedded systems communications protocols (SPI, I2C, RS485, etc.)
Ability to read schematics and work through hardware level system issues
Experience in testing and validation approaches for embedded systems
A knack for thinking about how the parts of a system work together
Excellent ability to write and speak clearly about technical subject matter
Able to rapidly acclimate to a new platform and research/teach yourself new technologies and skills.

Compensation

$60-100K depending on experience
Full medical, dental, vision, 401K
50% off Rhino Gear
Industry pro deals

If you think you're a good fit to join our team, please send us an email with your experience and why you want to join our mission. 

Kyle & Rhino Team    "
27,"Engineering Program Specialist, Hardware | $45 - $51 per hour",N/A,May 18,https://seattle.craigslist.org/skc/sof/d/seattle-engineering-program-specialist/7126309995.html,"
compensation: $45 - $51 per hour

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/4b12ce76/apply


HireArt is helping the world's largest social network find an Engineering Program Specialist, Hardware to help oversee operations related to the design and release of AR/VR products. The ideal candidate will have 2+ years' experience as an engineering program specialist and excellent cross-functional communication skills. As Engineering Program Specialist, Hardware, you will: 
Coordinate with other teams to create and handle bill of materials, part numbers, and release design and drawings documentation.
Create purchase requisitions, maintain invoice tracking and goods receipts against spend, and forecast budget.
Assist with third-party contractors, including adding vendors to system and guiding them through onboarding steps.
Assist technical program managers in driving cross-functional sign-off process.
Communicate with vendors regarding PO/invoices, material requirements, and delivery schedules.
Support build matrix for engineering builds, working with engineers and vendors to manage day-to-day build activities and ocumenting and communicating local build progress.
Travel to support proto-builds at contract manufacturer local and overseas, as needed.
Review clear-to-build reports, resolve material shortage issues, and follow up with technical project management and engineering teams.
Create, handle, and process engineering change orders, manufacturer change orders, and deviations work on multiple projects simultaneously.
Track shipments and work with CM on shipment schedule from factory.
Work with internal device distribution and security team for prototype allocation/tracking and recall/rework.
Part and assembly-level tracking (e.g. CAD release, 2D drawing release, and revision tracking) as needed. 
Change control board tracking; issue organization and tracking; production requirement document coordination; and KPI task tracking as needed.
Create and maintain product development process templates as needed.


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/4b12ce76/apply


Requirements

2+ years experience as an Engineering Program Specialist in consumer electronics environment
Experience in new product introduction hardware development and collaboration with contract manufacturers in Asia
Experience in creating and tracking bill of materials and build matrix by working with engineering, technical project managers, and product life cycle team to complete design releases and clear-to-build tracking.
Excellent cross-functional communication skills across time-zones and management of shifting priorities.
Preferred Qualifications: 
Bachelor's degree in engineering, science, physics, or equivalent experience
5+ years experience as an Engineering Program Specialist in a consumer electronics environment
Commitment: This is a full-time (40 hours per week), 6-month contract position through HireArt and based in Seattle, WA. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/4b12ce76/apply

 "
28,Senior Software Engineer - C#/.NET (Multiple Positions),Kirkland,May 18,https://seattle.craigslist.org/est/sof/d/kirkland-senior-software-engineer-net/7126211525.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post


Want to work on a project that helps improve the quality of life around the world? How about a job where you can interact with hardware and see your impact in the physical world? Do you want to have a voice and help shape your product’s future? 

WHAT'S THE JOB?

As a software engineer at Micro Encoder Inc., you’ll have the opportunity to create advanced software used to control large measurement machines. You'll be working in an agile environment as part of one of our scrum teams. Our project touches many challenging subjects such as 3D rendering, collision detection, collision avoidance, kinematics, undo/redo, geometry, etc. We utilize C#/.NET Core, WPF/XAML, Telerik, Unity IoC, NuGet, NUnit, Moq, Azure DevOps, Git, and other technologies. You’ll have exposure to the business, and be an important participant in product, design, and technology decisions.

We are currently looking for several experienced software engineers at Micro Encoder Inc. One of the positions will focus on GUI development with WPF/XAML/Telerik (specific experience preferred but not required). Apply for this position and we’ll discuss the path you’re interested in as part of the interview process.

WHY WORK HERE?

Your work here will help make a positive impact on society, and you’ll enjoy working in our casual and friendly environment, using our state of the art facilities and equipment. We’ll support your career development with training opportunities and our cultural focus on individual growth. You’ll love our excellent benefits package, including 100% premium-paid medical/dental/vision package and 401k with matching contributions. 

For additional benefits information, see our website. 

WHAT YOU NEED TO SUCCEED

We're working to create new innovations in our industry. You'll need to have an engaged and collaborative mindset, paired with great C# skills. Your ability to quickly understand, break down, and communicate complex problems will allow you to excel on our team.

For a list of required and beneficial skills and experience, see the job description. 

OUR COMPANY

Micro Encoder Inc. (MEI), a wholly owned subsidiary of Mitutoyo Corporation, develops state of the art technologies and software that enhance people’s lives through-world leading metrology solutions. Our products are used to ensure quality in the automotive, aerospace, electronics, semiconductor, medical equipment, and machine tool industries. We are located in the beautiful Northwest in a modern well-equipped facility, and offer a challenging, team-oriented & casual work environment. We provide great benefits. We work hard, play hard, enjoy life, and have fun.

For more information about life at MEI, see our website.


Please apply for this position here.
 "
29,Immediate need for Senior Android developer,Seattle,May 14,https://seattle.craigslist.org/see/sof/d/seattle-immediate-need-for-senior/7124240288.html,"
compensation: Based on experience

employment type: contract

telecommuting ok

","

QR Code Link to This Post


We are seeking an Android developer to port existing iOS app views to Android. iOS views must be converted to responsive Android layouts as accurately as possible with maximum device compatibility. You should have access to an iOS device to understand the layout, navigation, and interactions. 

Requirements:
*Must be located in the greater Seattle area. 
*Obviously work from home :) 
* High attention to detail when translating designs to performant layouts.

* Excellent understanding of Android Studio and the Layout Editor, Styles, and Themes.
* Experience with offline storage, data cache, and performance optimizations through profiling.
* Proficiency in Android SDK and Java programming. RxJava experience is preferred.
* Experience with Firebase, Firebase Functions, and Firebase Realtime Database queries.
* Responsive layout design with ConstraintLayout to target different screen sizes.
* Excellent understanding of GIT and version control.    "
30,Software Developer,Bellevue WA.,May 14,https://seattle.craigslist.org/est/sof/d/bellevue-software-developer/7124051642.html,"
compensation: $60-75/hr

employment type: contract

","

QR Code Link to This Post


Software Developer (Backend Development focus) –Bellevue WA. (1 year contract, possible contract to hire) 
The Software Developer contributes to the development, polish, and optimization of our client’s new mobile game services. This person will work closely with client and service engineers, game designers, and artists on new mobile products. 

What You Will Do 
Create efficient industry-leading, best practice infused engineering projects in a collaborative environment which will impact the experience of tens of millions of users 
Collaborate with multiple disciplines and work with micro services, gateways, security, queues, serialization, et al. using whatever it takes to do it right to bring to life gameplay features / mechanics 
Maximize test (unit, integration, etc.) coverage while working to find better ways to stress and test services, systems, and code 
Senior level problem solving, data structure analysis, and designing for scale both in number of titles/products supported and number of users 
Own the full server stack from inception to CI/CD 

Requirements  
6+ years in a services development role; 
3+ years of experience in game and/or mobile services development preferred 
Deployed or released significant features 
Thorough knowledge of Java 8 and above with ample experience in OOO development (e.g. C#, C++, etc.) 
Experience with online social game systems and games with live development 
Ability to analyze complex problems and present multiple solutions 
Effective communication skills; especially within teams and with technical information 
Ability to clearly articulate API design and technical requirements with thoughtful documentation gathering requirements, exploring alternative solutions, and implementing code along the way. Maintain and update documentation 
Able to quickly mockup or prototype services and concepts 
Knowledge of various service practices which emphasis on high-scale, high availability patterns (e.g. protocols, databases, pipeline, frameworks, queues, cloud development, caching, messaging, notifications, etc.) 
BS Degree in Computer Science or related field, and/or equivalent years of work experience
"
31,Senior / Lead Machine Learning Engineer,Seattle,May 13,https://seattle.craigslist.org/see/sof/d/seattle-senior-lead-machine-learning/7123633788.html,"
compensation: DOE - Competitive

employment type: contract

","

QR Code Link to This Post


We’re working with one of our favorite long term clients in the streaming media space who is now offering exciting technical challenges at scale in a well run and positive engineering environment.

Right now, we’re looking for a Senior / Lead Machine Learning Engineer with extensive experience partnering with Data Scientists to build machine learning models and bring them into production. You’ll work across engineering and machine learning disciplines, at the intersection between modeling and practical application. This high impact work enables agile decision making and personalization for millions of customers.

You will:

Productionalize and deploy machine learning models, in close collaboration with Data Scientists
Create ML frameworks for use across the organization, with an eye towards scalability, performance and extensibility 
Act as a Lead and SME for Machine Learning Engineering: You’ll evangelize new solutions, approaches, and technologies, and stay at the forefront of ML Engineering
Leverage statistical methodologies to ensure accuracy and efficiency
Build out machine learning models, backend services and ML frameworks


You have / are:

Extensive, hands-on software development experience in highly scaled environments
Real world, practical experience building machine learning systems for applications in production environments
Closely collaborated with a range of technical and non technical stakeholders, and specifically Data Scientists
Experience with Python, AWS, machine learning and deep learning frameworks, libraries such as TensorFlow, SageMaker, PyTorch, etc.
Self starter and innovator who likes to solve complex problems
Exceptional skills working autonomously and collaboratively; strong drive and self-direction
Be a good person; we’re proud to work with every single Rooster Park engineer and you will be too!

We pay competitively and have excellent healthcare and other benefits. This is a consulting opportunity based in Seattle, WA, temporarily working remotely due to COVID-19. Unfortunately at this time we are not able to provide sponsorship for employment and request no agency submissions. Thank you!

We're Rooster Park, and we're a boutique consulting and recruiting agency obsessed with finding the right fits for a small set of partners. You can learn more at http://www.roosterpark.com/. Hope to hear from you!
"
32,Data Science Fellowship,N/A,May 13,https://seattle.craigslist.org/see/sof/d/seattle-data-science-fellowship/7123573843.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise

Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from heads of marketing of publicly traded companies to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 500 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship

The Pathrise Fellowship is a program for students and new grads that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry data scientists, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission

We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications

You want to work with an experienced advisor who can give you expert advice.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=seattledata&utm_medium=job_board "
33,Software Engineering Fellowship,N/A,May 13,https://seattle.craigslist.org/see/sof/d/seattle-software-engineering-fellowship/7123569026.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 600 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for tech professionals in their career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are interested in getting the best possible job in tech.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=seattleswe&utm_medium=job_board "
34,Software Engineer,"Seattle, WA",May 12,https://seattle.craigslist.org/see/sof/d/seattle-software-engineer/7122985009.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post


At Parametric, we offer competitive salaries, generous benefits and opportunities for growth and development. We invite you to explore our available job opportunities listed below and look forward to having you become a part of our continued success!

General Description 

This position reports to the Manager of the Digital Platform Team in the IT Organization.  As a Software Engineer you will be responsible for the design, development and delivery of our public facing web applications and the Client Experience.  You will work collaboratively with business partners to prioritize epic and feature development, and execute on both strategic and tactical product enhancements. You will collaborate with other technology teams in the organization as necessary to achieve desired outcomes, including Infrastructure, Development and DevOps, Project Management, Data Management. 

ABOUT YOU

You can affect change at Parametric.

·       You want to be a key part of enhancing customer engagement and digital transformation at Parametric.

·       You are interested in full-stack web development – UI, Apis and data.

·       You care about quality software development, test automation and continuous improvement.

·       You seek a collaborative relationship with your business partners and your peer team.

·       You are an active learner, open-minded and innovative.

Primary Responsibilities

Collaborate with business partners and other team members to understand and document requirements
Implement product features for public websites with a focus on quality and customer experience
Design and develop interactive web-based user interfaces
Design and develop business services and apis
Design and develop data structures 
Integrate with 3rd party systems using apis
Create unit/integration/functional tests
Contribute to evolution of our architecture to make it more flexible, testable and easy to use
Follow our development process and guidelines
Keep learning and innovate while meeting product delivery targets
Parametric believes that each employee makes a significant contribution to our success. That contribution should not be limited by the assigned responsibilities. Therefore, this job description is designed to outline primary duties and qualifications, but not limit the employee or the organization to just the work identified. It is our expectation that every employee will offer his/her services wherever and whenever necessary to ensure the success of our client services.

Job Requirements

·       Bachelor’s degree or relevant industry experience

·       2+ years of web development experience

·       Experience Agile development process such as Kanban or Scrum 

·       Experience in a highly collaborative environment

·       Strong communication skills and ability to demonstrate understanding of business goals

·       Skilled at object oriented programming

·       Skilled at modern web site and web api development

·       Experience with SQL Server design and coding, MongoDB experience a plus

·       Experience with unit, integration and web testing frameworks and practices

·       Experience with CI/CD tooling and practices

·       Qualified candidates will have experience and skills with following languages, products, platforms (or equivalent):

Microsoft .net, asp.net, .net core (or Java)
AngularJS (or React)
SQL Server (or other RDBMS)
MongoDB (or other Document Database)
Microsoft Azure (or AWS)
OAuth
GitHub (or other git source control)
TeamCity (or other CI servers, such as Jenkins)
Jira

Please apply here: https://eatonvance.wd5.myworkdayjobs.com/en-US/Parametric/job/Seattle-WA-Office/Software-Engineer_JR004037 "
35,Software Engineer - Digital Platform,"Seattle, WA",May 12,https://seattle.craigslist.org/see/sof/d/seattle-software-engineer-digital/7122982110.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post


At Parametric, we offer competitive salaries, generous benefits and opportunities for growth and development. We invite you to explore our available job opportunities listed below and look forward to having you become a part of our continued success!

General Description 

This position reports to the Manager of the Digital Platform Team in the IT Organization.  As a Software Engineer you will be responsible for the design, development and delivery of our public facing web applications and the Client Experience.  You will work collaboratively with business partners to prioritize epic and feature development, and execute on both strategic and tactical product enhancements. You will collaborate with other technology teams in the organization as necessary to achieve desired outcomes, including Infrastructure, Development and DevOps, Project Management, Data Management. 

ABOUT YOU

You can affect change at Parametric.

You want to be a key part of enhancing customer engagement and digital transformation at Parametric.
You are interested in full-stack web development – UI, Apis and data.
You care about quality software development, test automation and continuous improvement.
You seek a collaborative relationship with your business partners and your peer team.
You are an active learner, open-minded and innovative.

Primary Responsibilities

Collaborate with business partners and other team members to understand and document requirements
Implement product features for public websites with a focus on quality and customer experience
Design and develop interactive web-based user interfaces
Design and develop business services and apis
Design and develop data structures 
Integrate with 3rd party systems using apis
Create unit/integration/functional tests
Contribute to evolution of our architecture to make it more flexible, testable and easy to use
Follow our development process and guidelines
Keep learning and innovate while meeting product delivery targets
Parametric believes that each employee makes a significant contribution to our success. That contribution should not be limited by the assigned responsibilities. Therefore, this job description is designed to outline primary duties and qualifications, but not limit the employee or the organization to just the work identified. It is our expectation that every employee will offer his/her services wherever and whenever necessary to ensure the success of our client services.

Job Requirements

Bachelor’s degree or relevant industry experience
2+ years of web development experience
Experience Agile development process such as Kanban or Scrum 
Experience in a highly collaborative environment
Strong communication skills and ability to demonstrate understanding of business goals
Skilled at object oriented programming
Skilled at modern web site and web api development
Experience with SQL Server design and coding, MongoDB experience a plus
Experience with unit, integration and web testing frameworks and practices
Experience with CI/CD tooling and practices
Qualified candidates will have experience and skills with following languages, products, platforms (or equivalent):
Microsoft .net, asp.net, .net core (or Java)
AngularJS (or React)
SQL Server (or other RDBMS)
MongoDB (or other Document Database)
Microsoft Azure (or AWS)
OAuth
GitHub (or other git source control)
TeamCity (or other CI servers, such as Jenkins)
Jira

Please apply here: https://eatonvance.wd5.myworkdayjobs.com/en-US/Parametric/job/Seattle-WA-Office/Software-Engineer---Digital-Platform_JR004226 "
36,Front-end / Marketing Web Developer Contract @ Kink.com,Fully Remote,May 11,https://seattle.craigslist.org/see/sof/d/seattle-front-end-marketing-web/7122588689.html,"
compensation: Competitive Rate

employment type: contract

","

QR Code Link to This Post


Kink is seeking a Front-end / Marketing Web Developer  for a 3-month fully-remote contract position (32 Hours per week), with the possibility of extension, starting immediately. This is a great opportunity for a mid-to-senior-level front-end specialist to have an immediate impact on our products while enjoying our supportive, open-minded and diverse work environment.

We are looking for a creative problem-solver with strong front-end experience, knowledge and focus who values well-written and scalable code. You should be a productive self-starter who thrives when working heads-down on a variety of small-to-medium-sized projects. 

You'll ideally feel excited to take on the following responsibilities: 
Build robust and scalable front-end solutions using JavaScript/Node.JS, HTML5, SASS/CSS3
Work directly with the Marketing team and VP of Technology to understand end-user requirements and use cases 
Translate design work into clean and performant front-end code, producing interfaces that strictly conform to mockups
Follow and maintain front-end coding conventions and documentation standards
Maintain and improve our application’s quality via clear, thorough, easy-to-follow testing steps
Dive into difficult problems and successfully deliver results on schedule
Accurately plan, scope, and estimate projects

Who we think will be a great fit: 
Our top prospect will bring these skills to the table:
6+ years of current experience with real-world front-end coding and software design
Experience with Javascript - specifically, Node.JS and jQuery
Expert-level CSS skills and strong experience with SASS
Experience with GitHub
Experience with HTML template engines such as Pug, Handlebars or Nunjucks
Experience working on large-scale production-ready web applications
Experience with front-end performance optimization
Experience with image processing and compression
Basic familiarity with MongoDB and MySQL
Ability to articulate ideas to both technical and non-technical audiences
Willingness to learn and receptivity to feedback

Bonus points for experience with: 
The adult industry and/or media publishing
Webpack, Grunt and/or Gulp
CSS Grid
Video.js
Node.js in production
Streaming video infrastructure
Redis or similar
Express framework

Our tech stack: 
Linux
Node.JS
Express
MongoDB and MySQL
Nunjucks, Vue and Angular
HTML5 and CSS3

Who we are: 
As the premier provider of adult media, Kink leads the industry in production, technological innovation and integrity. Kink’s mission is to empower people to discover, explore and indulge their kinky side. For more information, please see our values.

Our team includes a highly diverse mix of communities of color, folks who identify along a wide gender spectrum, and a strong representation from the LGBTQQ communities.

APPLY HERE "
37,Embedded Software Engineer,N/A,May 11,https://seattle.craigslist.org/see/sof/d/seattle-embedded-software-engineer/7122559896.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post



Pure Watercraft
Embedded Software Engineer
Job Label: Embedded Software Engineer 12-2019
Pure Watercraft is creating revolutionary electric marine propulsion to ensure a future where boating will be clean, quiet, and powerful.  With your expertise and help we will provide the highest performance and reliability outboard motor system available on the market.
Our ground-up proprietary electric propulsion system can replace millions of unreliable, expensive, and dirty gas marine motors worldwide. Our platform will also unlock totally new opportunities for users to interact with their boats and enhance performance, navigation, efficiency, safety, charging, maintenance, and security.
We are looking for an Embedded Software Engineer who is able to add value at all levels of the development process, including requirements definition, OS and architecture selection, development, testing, manufacturing automation, and support. 
Your responsibilities will span development efforts on multiple projects including proprietary Pure Watercraft hardware such as a throttle and user interface, battery management systems, electric outboard motor, high voltage charging, telemetry, over-the-air (OTA) updates, and manufacturing, field service, and data analysis tools.
Our engineering prototypes have already delivered more than 1,000 hours of high performance boating and we are gearing up for commercial launch. Check out this video to learn more about our revolutionary company:

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
What You’ll ‘Mostly’ Do:


Develop, test, deploy, and support Pure Watercraft’s embedded firmware used by customers, including safety critical components.


Specify, design, test, deploy and maintain embedded software/firmware to securely connect PWC systems to cloud based servers allowing for wireless updates and system level diagnostics and telemetry.  


Work with electrical and manufacturing engineers to define and build test fixtures for automating manufacturing tests.


Be a leader


Grow as a skilled person


 
What We Look For First:


BS/MS in Computer Science, Electrical Engineering or equivalent


3+ years experience with embedded software design, development, and testing with real-time embedded systems


Bare metal, embedded Linux, and RTOS projects


Ability to read schematics and debug hardware


 
Bonus Superpowers:
Competencies and experience with:


Developing and debugging on ARM, Cortex-M, and STM32 microcontrollers


Laboratory tools including oscilloscopes, logic analyzers, and power supplies


CAN communication and SAE J1939 stack


Custom bootloader development


Embedded Security and Encryption Architectures


BLE, BT, and WiFi stacks


Fast-growing startup company experience


Electric vehicle experience (e.g BMSs and Motor Controllers)


Electric systems with voltages above 200V and currents above 50A


Experience with safety critical systems


Mobile Application development





        To apply for this position or refer someone you know, please use our online interview system managed by HireMojo.

    
Apply for this job
https://app.hiremojo.com/mojo/ce/479979195/Pure-Watercraft/Washington/Seattle/Embedded-Software-Engineer?sourceType=9

        Once you have completed the interview, your information will be forwarded to the recruiting team for decisions on next steps.
    

Related Keywords: firmware, ARM, C++, rtos, mobile, telemetry, telematics, software, lead, architect, embedded, EV, aerospace, boats, boating, fishing, electric, motors, startup, watersports, environment, tesla, autonomous, vehicle, electronics, full stack, MEAN, mobile, UI/UX, database, security, automotive, CAN Communication, SAE J1939, Cortex-M, STM32, BMS

"
38,Scrum Master/Agile Coach for Growing Ecomm Company,Seattle,May  9,https://seattle.craigslist.org/see/sof/d/seattle-scrum-master-agile-coach-for/7121430963.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post


Our client is a growing e-commerce powerhouse located in Pioneer Square and they're actively looking for a Certified Scrum Master to help their engineering organization execute on an ambitious roadmap. They are growing and remain profitable. They have an amazing customer base and they're investing heavily in their technical infrastructure so they can continue their impressive growth path. If you believe deeply in the power of Agile/Scrum methodology and want to work for a great CTO who will fully support your role, let s talk.


Key responsibilities:
Strongly serving and supporting the Product and Development Teams in their quest to do everything possible to delight customers and stakeholders.
Providing all support to the team using a servant leadership style and leading by example. This person should personify Scrum and Agile.
Guiding and coaching the Scrum Team and organization on how to use Agile/Scrum practices and values to deliver efficient, predictable, high-quality business value.

Lead Scrum-related meetings and events:
Guide and coach scrum teams on following Agile/Scrum.
Track and communicate team velocity, sprint/release progress, and other relevant KPIs.Maintain process documentation.

Our ideal candidate will have:
3+ years of experience contributing on an engineering team, in any relevant role (e.g. developer, QA Tester/SDET, Scrum Master).
Bachelor's degree or combination of relevant education and experience.
Must be a Certified Scrum Master or pursuing Scrum Master certification.
A thorough understanding of Agile/Scrum software development methodologies, values, and processes, and experience in coaching team(s) to reach their highest potential.
Excellent interpersonal skills, ability to work with diverse personality types.
Ability to understand and communicate technical issues.
Exceptional organization and time management skills.
Strong analytical and problem-solving skills with a high attention to detail.
Collaborative (not consensus) approach to driving decisions.

This job is remote to start, but then will be in their Pioneer Square office
At this time we can't sponsor visas and there is no relocation assistance available    "
39,City of Yakima - Transit Operations Specialist,N/A,May 18,https://yakima.craigslist.org/sof/d/yakima-city-of-yakima-transit/7126490447.html,"
compensation: $25.57 - $30.68 hourly

employment type: full-time

","

QR Code Link to This Post


The City of Yakima Transit Division needs an experienced IT professional to assemble and analyze multifaceted transit data, performs complex modifications to transit routes and schedules, supports bus stop programs, prepares reports, and makes presentations.  This position Provides interface support to the City's computer systems such as timekeeping system, accounting system, asset management system, passenger counting system, and a variety of on-board passenger information systems including: Global Positioning System (GPS), Geographic Information System (GIS), radios, automated Americans with Disabilities Act (ADA)-announcers, monitors and other visual & audio announcements. Pulls and analyzes bus and facility videos. Performs GPS data collection activities, maintaining data in GIS, and analyzing transit operational and performance data.

MINIMUM REQUIREMENTS:
1) Two (2) years professional experience performing computerized statistical/data research and analysis; AND an Associate Degree (AA) or 2-year Vocational School Certificate of Completion in Computer Science, Data Processing, Computer Technical Support or related;
OR
2) Graduation from an accredited four-year college or university, with major course work in Transportation Planning, Urban Planning, Business, Computer Applications, Public Administration, or a related field.

Must possess and maintain a valid Washington State Driver's License. 

COMPENSATION & BENEFITS:
the City of Yakima is a premier employer in the Yakima Valley with extensive opportunities for training and growth.  The City offers a competitive benefit package including:
 - Comprehensive medical, dental and vision coverage 
 - FREE healthcare clinic!  
 - WA State PERS pension plan 
 - 3% employer contribution to a 457 deferred compensation plan 
 - Generous accruals for vacation and sick leave 
 - Longevity pay 
 - Much more!

APPLY:
View the complete job description and apply online at www.yakimawa.gov

Closes 6/8/2020

EOE    "
40,PT Back-end Point of Sale Inventory Specialist/Data Entry,N/A,Jun  5,https://portland.craigslist.org/mlt/sof/d/portland-pt-back-end-point-of-sale/7136564903.html,"
compensation: Will be negotiated upon review of qualifications.

employment type: part-time

","

QR Code Link to This Post


POS Inventory Specialist/Data Entry

2 years back end Point of Sale knowledge required (Square, Shopkeep, Clover, etc…)
You will be conducting inventory analysis in both Oregon (locally) and Colorado (digitally) 
Future travel to Colorado may be required
You will be contacting staff from both states to conduct inventory audits
Food handling experience preferred
Cannabis knowledge preferred
Must have vehicle and cell phone
Must be able to pass a criminal background check. 

Part time to start, possibly transition to a full time position.

You will be optimizing an inventory system using the back end of Shopkeep, inputting and organizing barcodes connected to product. You will also work with ownership to audit, review and track inventory and shortages. 

"
